name,category,symptom_list,description,url
selenium deficiency,nutritional,"weakness, abnormal gait, difficulty suckling or swallowing, difficulty breathing, reduced performance","selenium (se) deficiency occurs in horses that don't receive enough selenium in their diet. a deficiency in selenium is more likely to occur in mares and foals living in regions with low selenium content in the soil. the amount of selenium that horse's require in their diet varies by age, weight, level of training/work load, and stage/type (growing, lactating, pregnant, etc). se nutritional requirements for an average, 500 kg horse adult pleasure horse: 1 mg/kgperformance horse: 1-1.25 mg/kgstallion: 1 mg/kgpregnant mare: 1 mg/kglactating mare: 1.25 mg/kgyoung, growing horse: 0.42-1.07 mg/kgeuropean legislation recommends that horses should not be fed more than 0.5 mg of selenium per kg of total diet on a dry matter basis (equivalent to 5 mg for a 500 kg horse).",https://horsedvm.com/disease/selenium-deficiency
selenium toxicity,hoof,"hair loss, dull coat, cracking, brittle hooves, bone lesions, ataxia, increased heart rate, depression, diarrhea, fever, weakness, respiratory distress, nervousness","selenium is essential for horses, however too much selenium can be toxic. selenium exists naturally in the soil, varying in concentration across different geographical regions. nearly all plants accumulate selenium from the soil. some plants, known as selenium accumulators, require a large amount of selenium to grow. their presence in the pasture is a good indicator that the selenium levels are high. however another danger is that certain times of the year, these selenium accumulating plants may appear appetizing to horses. through consuming these plants, horses ingest varying elevated levels of selenium causing differing levels of toxicity. horse owners need to be mindful of the selenium concentration in their area, as otherwise they could easily and unknowingly be poisoning their horses. there are two different forms of selenium toxicity which can occur in horses----acute and chronic form.acute (blind staggers: this is the least common form. it occurs when horses ingest a high dose of selenium over a short period of time (greater than 500 to 1000 ppm). symptoms found in affected horses include sudden, unexplained blindness, respiratory failure, kidney failure, and colic. chronic (alkali or bobtail disease): this is the most common form of selenium toxicity seen in horses. horses must ingest a minimum of 3.3 mg/kg of body weight of selenium daily. clinical signs most commonly seen in affected horses include lameness, hoof soreness, reddening and swelling of coronary band, hoof cracking parallel to and below the coronary band, poor hoof quality, and dull haircoat.",https://horsedvm.com/disease/selenium-toxicity
septic arthritis,musculoskeletal,"heat, pain and swelling, lameness","septic arthritis is a very serious condition in horses, caused by bacterial infection of the joint and surrounding tissues. the condition affects horses of all ages, however in foals it is referred to as 'joint ill', where it is discussed separately. in adult horses, most cases of septic arthritis are caused by bacteria entering the joint through a wound (traumatic or surgical) or through any procedure involving inserting a needle into the joint. common veterinary procedures such as arthrocentesis (joint tap), used to collect a sample of joint fluid for analysis, or for injecting medication in the joint, such as when a horse receives corticosteroid or adequan injections. veterinarians will take certain precautions and care to minimize the possibility of a joint infection, however there will always be some degree of risk. the most common bacterial organisms found in horses with septic arthritis are staphylococcus aureus, streptococcus pneumoniae, escherichia coli, proteus sp., salmonella sp., serratia marcescens, and neisseria sp.. when bacteria enters the joint and into synovial structures, they cause severe inflammation of the synovial structures. the body's response to the infection also degrade the joint fluid and cause damage to the cartilage. septic arthritis can result in severe damage to the joint within a few days of infection, leading to serious performance-limiting osteoarthritis. prompt, aggressive treatment is needed for horses with suspected septic arthritis. treatment is aimed at controlling and eliminating the infection. although most infections are caused by gram-negative bacterial organisms, ideally selection of an antibiotic should be based on results from culture and sensitivity testing as mixed infections with different types of bacteria commonly occur.",https://horsedvm.com/disease/septic-arthritis
sesamoiditis,musculoskeletal,"lameness, usually only during heavy work, mild, local swelling, heat and pain, reduced range of motion in the fetlock joint","sesamoiditisis refers to proliferative or degenerative bony changes of the horse's proximal sesamoid bones, which are the paired teardrop shaped bones located behind the fetlock joint. there are two general forms of sesamoiditis which have been described in horses, a 'periostitis' form and an 'osteitis' form.periostitis form: this form of sesamoiditis occurs as a result of damage to the bone-ligament interface with the sesamoid bones. this can result from injuries to the palmar/plantar annular ligament of the fetlock, distal sesamoidean ligaments of the fetlock, or the suspensory ligament branches.osteitis form: occurs as a secondary result of horses with arteriosclerosis, thrombosis, and local ischaemic necrosis. the clinical signs observed in horses with sesamoiditis include moderate to severe lameness with swelling, heat and pain. in some cases the area of the injury may feel enlarged on palpation. treatment of horses with sesamoiditis depends on the underlying cause, associated with the form developed, severity, and whether horses are acutely or chronically affected. recent studies suggest that horses with severe sesamoiditis are five times more likely to develop suspensory ligament branch injury (slbi) in yearlings which are clinically normal at the time of the sale.",https://horsedvm.com/disease/sesamoiditis
severe combined immunodeficiency disease,cardiovascular,"nasal discharge, coughing, increased respiratory sounds, fever, colic, weight loss, intermittent diarrhea, pneumonia","severe combined immunodeficiency disease (scid) is an inherited autosomal recessive disease (meaning that one copy of the defective gene is inherited from a carrier stallion and another from a carrier mare) affecting arabian foals. affected foals are unable to produce antibodies that would normally help them to fight infections. scid foals rarely survive past 5 months of age before they develop an infection and die. timeline scid was first reported in horses in 1973. in 1980, scid was discovered to be an inherited autosomal recessive disease in arabian horses.",https://horsedvm.com/disease/severe-combined-immunodeficiency-disease
sheared heels,hoof,"uneven heel height, lameness, flaring and shortening of the hoof wall on one side","sheared heels occurs when the horse's heel (most frequently the medial one) becomes more upright and shorter than the other, and strikes the ground before the other. sheared heels is viewed best when observed from behind the horse. when this imbalance occurs, it results in the opposite heel wall to expand and flare outwards. the difference is generally 0.5 cm (0.2 in) or more and is measured from the coronet to the ground or to the shoe. it is the result of repetitive disproportionate weight applied to the horse's foot as a result of poor conformation or uneven trimming of the heels. sheared heels is the most frequent reason for horses to develop quarter cracks and can also lead to compression of the heel and breakdown of sensitive laminae tissues, resulting in lameness. sheared heels treatment it's important to first determine the underlying cause of sheared heels. if it's the result of poor farriery, it may be necessary to find a different farrier, who has more experience and/or knows what they are doing. treatment of sheared heels is best achieved through the use of straight bar horse shoes, where the branches of the shoe are positioned and secured to where the hoof wall should ideally be, with the center line of the limb located over the center of the shoe. through regular farrier work, and with each shoeing, the sole of the hoof should be brought back perpendicular to the long axis of the limb, until the ground impact is evenly distributed over both heels.",https://horsedvm.com/disease/sheared-heels
shipping fever,respiratory,"chronic coughing, bilateral purulent nasal discharge, poor performance, weight loss, crackles and wheezes, jugular pulsation, dark pink to dark red mucus membrane color, respiratory distress, fever, reluctance to move, depression, loss of appetite","pleuropneumonia, referred to often as shipping fever, is a condition which commonly occurs in performance horses which frequently travel long distance in a horse trailer. the majority of pleuropneumonia cases are caused by a bacterial infection, but can also result from viral agents, mycotic agents, pulmonary hydatidosis, or a complication of septic thrombophlebitis. potential complications that have occurred in horses following shipping fever are pneumothorax, pulmonary abscess formation, bronochopleural fistula, cranial mediastinal abscess, restrictive pericarditis, colic, antibiotic-associated colitis, laminitis, and jugular vein thrombosis.",https://horsedvm.com/disease/shipping-fever
shivers,musculoskeletal,"hypertonic flexion or extension of the hindlimbs brought on by walking backwards and manual lifting of the limb, muscle twitching or tremors, problems with the farrier trimming hind hooves, elevated tail head when backing, reluctance to lay down, muscle atrophy, choppy gait, reduced strength, exercise intolerance","shivers is a chronic, often gradually progressive movement disorder of horses. it usually begins before horses reach 7 years of age and occurs most commonly in tall male horses. shivers is often first noticed when backing up the horse or by picking up a hindlimb. typically, horses with shivers intermittently hold their hindlimb in a flexed position, away from the body for a short duration of several seconds to minutes, while they experience spasmodic muscle tremors in their buttocks muscles and tail. after which, horses will slowly lower the leg back to a normal position. horses with shivers are often difficult for farriers to shoe their hindlimbs. horses with mild cases will often be reluctant to hold their leg up for very long and will often immediately slam their leg back down to the ground. as the disease progresses, the horse may eventually refuse to pick up their feet at all and show exaggerated limb flexion when walking forward. 60 to 74% of horses with shivers show progression of the disease.",https://horsedvm.com/disease/shivers
sidebone,hoof,"prominent, hard, rigid and bony enlargement proximal to the coronary band, short and choppy stride, uneven shoe wear, lameness","sidebone is the ossification of the collateral cartilages of the foot. the process results in the normally soft cartilages found on the inside and outside aspects of the foot, to harden and become less flexible bone. the condition occurs most commonly in heavy draft, cob, and icelandic breeds, and horses with poorly balanced feet or uneven loading of the heels. sidebone usually occurs in the forelimb, cases involving the hindlimb are usually associated with acute trauma or chronic repetitive trauma (such as punctures, chronic bruising from interference, or lacerations), resulting in chronic inflammatory changes and osseous metaplasia of the cartilage. diagnosis of sidebone the lateral cartilages provide support and protection for the soft tissues at the back of the foot. ossification typically starts from distal to proximal, and may initially induce lameness in affected horses. the only way to verify the extent of ossification that has occurred is through radiographic images. nuclear scintigraphic examination may also be helpful to help differentiate between a fractured sidebone and a separate center of ossification.",https://horsedvm.com/disease/sidebone
sleepy foal disease,foals,"weakness, lethargy, lack of nursing, swollen joints","sleepy foal disease is an acute, potentially fatal condition caused by a bacterial infection of the foal either in utero, during birth or shortly after birth.",https://horsedvm.com/disease/sleepy-foal-disease
slobbers,dental,"excessive salivation, diarrhea, weight loss, stiffness, feed refusal, abortion in mares, violent behavior","slobbers is a type of mycotoxicosis that is associated with ingestion of red clover (trifolium pratense) contaminated with the fungus rhizoctonia leguminicola (blackpatch disease). r. leguminicola produces two indolizidine alkaloids: slaframine and swainsonine. slaframine: slaframine is thought to be primarily responsible for the slobbering, which occurs in a wide range of concentrations, varying from 1.5 ppm to 100 ppm.swainsonine: swainsonine is known for causing locoism (due to consumption of locoweeds (astragalus spp and oxytropis spp)), resulting in neurological problems (e.g., staggering, nervousness, and lack of coordination).slobbers is considered somewhat common in horses grazing in pastures in the southeastern united states (us). outbreaks of slobbers have been documented in horses consuming mixed orchard grass and alfalfa hay and grazing red clover in pastures throughout the midwestern and southeastern us, brazil, canada, japan, and the netherlands. the excessive slobbering can last for several hours our several days. the fungus appears in pastures during periods of hot and humid weather, usually late summer. the same fungus also infects white clover (trifolium repens), alsike clover (trifolium hybridum), or alfalfa (medicago sativa). red clover found in hay can also be affected by the fungus, as r. leguminicola remains on the clover in fresh or dry forms.",https://horsedvm.com/disease/slobbers
snake bite,neurological,"swelling, evidence of fang marks at the site of the bite, pain, bleeding, muscle tremors, respiratory distress, dilated pupils, paralysis, death","horses can run into snakes from time to time in their pasture, which can result in the horse getting bitten. the severity of the bite depends on the location, the type of snake venom, and the size and species of the horse. snake bites to the muzzle, head, or neck of the horse are some of the most serious bite locations. the clinical signs vary a great deal, depending on the location of the bite and species of snake.",https://horsedvm.com/disease/snake-bites
sole abscess,hoof,"sudden, severe lameness, increased digital pulse, positive response to hoof testers, warmth, fluid or discoloration on the sole, generalized swelling of the lower leg","a foot/sole abscess, often referred to as a subsolar abscess, is an accumulation of pus beneath the sole of the foot. it is characterized by a sudden onset of non-weight bearing lameness, similar to the severity of a horse with a fracture. abscesses are an inflammatory response to an organism (usually bacterial or fungal) or other foreign matter such as gravel, dirt, sand or manure that has got into the inner walls of the hoof. the organism gains access through a misplaced nail or puncture wound on the sole surface of the foot or multiple nail holes. the horse will continue to be in pain until the accumulation of pus is able to drain from the foot. the initial wound or point of entry of the organism or foreign body into the hoof is not always visible or may have already started to close. if this is the case, then your veterinarian may need to remove a small portion of the frog or sole of the foot using a sharp hoof knife in order to better evaluate the situation. the date of the horse's last tetanus shot should be confirmed to ensure horse is up to date. otherwise, they will require a tetanus shot. the goal of treatment is to drain the accumulated pus from the abscess. it is important that during this time, the horse is kept in a clean stall with soft bedding and that the horse is kept comfortable. usually, with hoof abscesses, once the abscess has drained, horses will show almost immediate relief and are no longer lame on the affected foot. once all pain has ceased and abscess drained, the horse can be reshod or a boot applied to prevent further contamination until the wound has completely healed.",https://horsedvm.com/disease/sole-abscesses
spider bite,toxic,"ataxia (loss of coordination and ability to stand), paralysis, muscle tremors and cramping, restlessness, difficulty swallowing, colic, respiratory distress, excessive drooling, seizures, increased blood pressure and heart rate","bites from poisonous spiders such as the black widow (latrodectus) or brown recluse (loxosceles reclusa), vary in their severity depending on the location of the bite on the horse's body, size and age of the horse, and species of spider. black widow spider: bites from a black widow spider will inject acetylcholine and norepinephrine---which are potent neurotoxins, into the horse. this often results in muscle spasms and paralysis. a rigid and painful abdomen without tenderness is a classic sign of envenomation by the black widow spider.brown recluse spider: the initial bite from a brown recluse spider is not painful, however within 2-6 hours after being bitten, signs of localized pain and redness will appear where the horse was bitten. within 12 hours a blister will appear, which progresses into a classic ""bull's eye"" appearance. within a week or 2 weeks the skin in the area of the bite will ulcerate and die. the tissue death can spread well beyond the initial bite wound, and in some cases of substantial tissue devitalization, an entire limb can be affected. the wound is very slow to heal, over a course of several months, which increases the risk of secondary infections.what black widow spiders look like female black widows (the ones that bite) are about three quarters to about an inch in length. they’re shiny black and have a red or red-orange hourglass-shaped mark on the underside of the abdomen. some also have a red marking on the top of the abdomen, above the spinnerets (silk-spinning organs). younger female spiders are brownish in color, with red, orange, or yellow stripes across the top of the abdomen. these markings change into the hourglass shape as the spider matures and changes to a black color. widow spiders are commonly found in barns, wood and brush piles, and underneath water troughs. what brown recluse spiders look like the brown recluse spider is also known as the “fiddle back” or “violin” spider after the violin-shaped marking on its back. it is brown in color, with a violin-shaped marking on the upper portion of the body, with the neck of the violin extending down to the base of the tail. not all recluses have the marking, for example, young brown recluse spiders do not. these spiders also have a unique pattern of six eyes instead of three. they’re less than an inch in length, with very long legs. these spiders are reclusive and typically non-aggressive. they are most active at night, and bites usually occur when a spider gets trapped in bedding and a horse lays on it while in their stall.",https://horsedvm.com/disease/spider-bites
splint bone fractures,musculoskeletal,"leg swelling, lameness, pain on palpation, small wound, oozing pus","splint bone fractures are one of the more common types of fractures that occurs in performance horses. a study by sherlock and archer in 2008, found that splint bone fractures were the most common type of fracture presented to 6 veterinary referral hospitals in the united kingdom. splint bone fractures can occur anywhere along the length of the splint bone, and often occur in conjunction with suspensory desmitis. fractures of the splint bone can occur spontaneously during exercise or as a result of direct external trauma, such as a kick from another horse, a blow from a polo mallet, or other traumatic incident. clinical presentation clinical signs observed in horses with splint bone fractures typically include:mild to moderate lameness - the degree of lameness depends on the location of the fracture along the bone. it may have an acute or more insidious onset.mild to marked soft tissue swelling and sensitivity in the area of the injury. sometimes an abrasion or wound may also be present.if horses are rested for a short period of time, lameness usually persists.when treated as if it were a seemingly superficial wound or abrasion, several weeks to months later, swelling and pus may develop at the same location. horses may also be mildly lame. diagnosis of splint bone fractures both open and closed splint bone fractures are determined with radiographs. if horses are diagnosed with a splint bone fracture, since they have been found to occur at the same time as suspensory ligament strains, an ultrasound of the suspensory ligament should be performed, in the same leg as the fracture. treatment of splint bone fractures when fractures occur in the lower two-thirds of the splint bone, in both open and closed type fractures, treatment usually requires surgical removal of the fragment of splint bone. if the fracture occurs in the upper third of the splint bone, horses may or may not require additional stabilization using a bone plate. in many cases of closed fractures, horses can often heal well when confined to stall rest for 6-8 weeks and wear a firm support bandage. if surgery is needed in cases of open splint bone fractures, additional post-operative care is needed to help reduce risk of infection. these horses require longer stall rest (8 to 12 weeks) with another 2 to 3 months of turnout in a small paddock. antibiotics, nsaids, and bandaging over sututres is also indicated.",https://horsedvm.com/disease/splint-bone-fractures
splints,musculoskeletal,"swelling on the splint bone, mild, sometimes transient lameness, heat and pain may initially be present","splints refer to swellings that develop on the splint or cannon bones, that are caused by repetitive strain during exercise or trauma at the site. when a splint first occurs, it presents as an inflammed and painful swelling. over time, the swelling may ossify and form a bony prominence at the site. the splint bones, known as the second and fourth metacarpals, are narrow bones that run down the back of the horse's leg, on either side of the cannon bone. horses that develop splints on both front legs or both hind legs, found at the same locations, it is usually the result of concussion from working on too hard of a surface. when splints develop on one leg, it is most likely caused by trauma as a result of a direct kick from another horse, interference with the opposite foot, or some other trauma. horses with splints may or may not show evidence of lameness.",https://horsedvm.com/disease/splints
squamous cell carcinoma,integumentary,"raised, irregular masses found around the eyes, lips, nose, anus, or genitals","squamous cell carcinoma (scc) is the second most common type of skin cancer in horses, and one of the most frequent forms of cancer affecting the eye. scc tumors appear as solitary, raised, irregular masses, often ulcerated or infected, that develop around the eyelids (and third eyelids), genitals, face and ears, anal region, and other areas with minimal hair coverage and pigmentation. scc tumors are slow-growing and are found most often in horses with white faces or markings that extend around the eyes. despite a large amount of research conducted on treatment for scc, it is still a challenging condition to treat. the location of the tumor largely influences the type of treatment used. there are a wide range of currently available treatment options, however some are not universally accepted or supported by evidence based on clinical practice.",https://horsedvm.com/disease/equine-squamous-cell-carcinoma
st george disease,toxic,"weight loss, lethargy, nasal discharge, watery diarrhea","st george disease is another name for pimelea trichostachya poisoning, which is caused by the consumption of pimelea trichostachya plants. two separate cases of poisoning were reported in horses and cattle living in australia. both incidents involved pastures overrun with pimelea species of plants. the first case of st george disease that was reported in horses occurred in south australia in 2002, followed by an outbreak in a herd of 10 horses in southern inland queensland in october-november 2005.",https://horsedvm.com/disease/st-george-disease
st louis encephalitis virus,infectious,neurological signs,"st. louis encephalitis virus (slev) is a type of flavivirus that is similar to west nile virus (wnv), which are both members of the japanese encephalitis antigenic complex. slev is widely distributed in the americas, particularly south america. slev was first isolated in 1933 during a major epidemic in st louis, missouri, usa. transmission slev is transmitted to horses by infected mosquitoes, and maintained in cycles between birds and culex mosquitoes. horses and humans serve as the dead-end hosts of the virus.",https://horsedvm.com/disease/st-louis-encephalitis-virus-in-horses
stachybotryotoxicosis,toxic,"depression, loss of appetite, arrhythmias, weak pulse, cyanosis, hyperaesthesia, conjunctivitis, necrotic ulcers in the mouth, death","stachybotryotoxicosis is a fatal hemorrhagic disorder of horses. it is caused by types of mycotoxins known as trichothecene satratoxins, produced by certain strains of stachybotrys spp.. stachybotrys are common saprophytes found in improperly dried or extended length of storage of hay and straw. horses become infected through ingesting the toxins when consuming contaminated hay or inhaling when sleeping or standing on contaminated bedding.",https://horsedvm.com/disease/stachybotryotoxicosis
stocking up,seniors,"mild, bilateral swelling in the lower legs, quickly resolves once the horse is turned out or worked, feels normal or slightly cool to the touch","horses have tiny lymphatic vessels in their legs, without any valves preventing backflow. the flow of fluid up the leg is dependent on movement of the tissues near the lymphatic vessels. when horses are inactive, such as standing inside a stall for any extended period of time, this can cause the tissue fluid in the lower legs to accumulate. this accumulation of fluid results in mild swelling of the lower legs, referred to as 'stocking up'. swelling usually starts at the coronet and slowly moves upward until reaching the fetlock. it is most common in the hindlegs, but can occur in all four legs. in all cases, the swelling is bilateral--meaning that the same amount of swelling should appear in both hindlegs or both frontlegs. there should be no heat present to the touch, a horse that is stocking up will feel normal temperature or slightly cooler than normal. the swelling should quickly resolve once the horse becomes active.",https://horsedvm.com/disease/stocking-up
strangles,infectious,"fever, enlarged lymph nodes, coughing, acute/sudden onset, bilateral, purulent to mucopurulent nasal discharge, loss of appetite, depression, difficulty swallowing, difficultly breathing, nasal return of food","strangles, also known as streptococcus equi subsp equi (s. equi) infection, is the most commonly diagnosed, infectious upper respiratory tract diseases of horses younger than 5 years of age. it occurs in horses worldwide, and is characterized by acute onset of respiratory disease and swollen lymph nodes. strangles is associated with several secondary complications as a result of the infection. early clinical signs of strangles include fever, depression, and reduction in appetite. lymph nodes may be sensitive and firm to touch. nasal discharge is usually initially serous but changes to become more mucopurulent as the disease progresses. approximately 7 days into the course of the infection, lymph node enlargement and abscess maturation occurs. abscessed lymph nodes generally rupture 7 to 10 days following initial onset of fever. once they rupture, if there are no complications, horses often can recover within 1 to 2 weeks. complications occur in up to 20% of horses and up to 40% of those horses may die or be euthanized. one of the most common complications of strangles is the development of guttural pouch empyema, caused by the rupture of the abscessed lymph nodes into the guttural pouch or extension of infection from the pharynx from the salpingo-pharyngeal opening. less than 1% of horses with strangles develop ""bastard strangles"", which are metastatic or internal abscesses that occur if s. equi gets into the horse's bloodstream. horses that receive the strangles vaccine and horses that recover from the disease are at risk of developing purpura hemorrhagica, an acute, non-contagious syndrome caused by immune-mediated, generalized vasculitis. the severity of clinical signs vary and don't typically develop until 2 to 4 weeks following initial signs of strangles or exposure to s. equi antigens through the vaccination. transmission s. equi is most commonly transmitted through oral and nasal routes, however, can also occur through direct contact with an infected or carrier horse. s. equi is also capable of spreading through contaminated fomites such as tack, halters, blankets, cleaning tools, grooming equipment, etc. some horses may be infected with s. equi but show no external clinical signs of being infected. these horses can still infect other horses and can maintain s. equi in their bodies for months after recovering from clinical illness. incubation period the incubation period from time of infection to manifestation of clinical signs varies from a few days to a few weeks, as it depends on the dose the horse received, immunity, and pathogen virulence. strangles has an average incubation period of 3 to 8 days.",https://horsedvm.com/disease/strangles
stringhalt,neurological,"sudden hyperflexion of one or both hindlimbs, muscle atrophy, gait abnormality, appears like the horse is always stepping over something, appears like a bunny hop","stringhalt is a locomotor-induced movement disorder of horses involving spasms of one or both hindlimbs during movement, which appears as abnormal, exaggerated flexion of the hocks. the severity ranges from mild hyperflexion to violent movements involving the foot touching the horse's belly prior to landing on the ground. stringhalt is most noticeable when horses are asked to back up or when turned. symptoms may also worsen during the colder months of the year. stringhalt is generally classified into two sub-groups, which include plant associated stringhalt (also known as australian stringhalt) and sporadic or idiopathic stringhalt. australian stringhalt: australian stringhalt, also known as plant-associated stringhalt, is caused by eating certain toxic plants in horse pastures. the most common plant known to cause stringhalt in horses is flatweed (hypochoeris radicata), but there have also been less common cases involving sweat pea (lathyrus odoratus) and vetch (vicia genus).",https://horsedvm.com/disease/stringhalt
strongyle infection,digestive,"poor performance, recurring colic, dull or rough hair coat, pot belly, coughing, lethargy, diarrhea, stunted growth, weight loss, death","strongyle nematodes from the strongylida suborder, referred to often as ""large strongyles"", are one of the most significant gastrointestinal parasites in horses worldwide. the three most common large strongyles that affect horses are strongylus edentatus, s. equinus, and s. vulgaris. while living inside of the horse's gi system, they will produce eggs that get passed from the horse via feces. while living in the feces, the eggs will start to develop and turn into infective third-stage larvae and contaminate the environment surrounding the feces. either the same horse, or other horses that graze on the same pasture may ingest the larvae while grazing. once ingested, the strongyle larvae migrate to specific organs within the horse's body; each strongyle species has a preference for specific organs. for example, s. vulgaris are usually found in the horse's vascular system, s. edentatus in the liver and retroperitoneum, and s. equinus in the liver and pancreas. thromboembolic colic is caused by migration of larval stages of s. vulgaris.",https://horsedvm.com/disease/large-strongyles
subchondral bone cysts,musculoskeletal,lameness,"subchondral bone cysts (sbcs), also known as subchondral cystic lesions, are a form of developmental orthopedic disease. sbcs are a significant cause of performance-limiting lameness in young horses. sbcs are signs of osteochondrosis and consist of round cavities in the bone that may or may not involve the joint surfaces. when it does involve the joint, it occurs near the surface of the stifle, fetlock, pastern, shoulder, elbow, coffin, and/or carpus joints. there are many predictions on the cause--which include trauma to the cartilage or subchondral bone, chronic osteoarthritis and inflammation, or leakage of synovial fluid through an articular defect. there are many different treatments available for sbcs, however recurrence and treatment failure rates are unacceptably high.",https://horsedvm.com/disease/subchondral-bone-cysts
sunburn,integumentary,"redness, cracking, flaking skin, blistering, oozing fluid, skin is hot to touch","horses are susceptible to sunburn during the summer months, particularly horses with lighter colored skin and white haircoat. the severity of sunburn depends on degree of exposure and the skin sensitivity of the horse. certain regions of the world have a higher uv index than others, and horses living in these areas that are prone to sunburn, should be protected. since sunburns often can appear very similar to photosensitization, it is important to differentiate between the two conditions, as photosensitization is often indicative of liver damage. sunburned horses usually are only affected on the face (particularly the muzzle) and are usually horses with a pink muzzle. when horses are affected by photosensitization, all white areas of the body will be affected.",https://horsedvm.com/disease/sunburns
superficial digital flexor tendinitis,musculoskeletal,"presence of heat, sensitivity to palpation, lameness, moderate to severe, thickening, swelling, abnormal tendon profile, lameness improves w/ stall rest, bow-like palmar swelling","superficial digital flexor tendon (sdft) injuries are among the most common type of tendon injuries in performance horses, especially racehorses and top-level event horses. the most common site of sdft injury is the middle of the tendon, which has the smallest cross-sectional area. the sdft is found in the horse's fore and hind limbs, running along the back of the cannon bone and connecting the short pastern to the coffin bone. the sdft's primary functions are stabilization and energy storage. along with the suspensory ligament, the sdft has a major role in supporting the fetlock joint. sdft injuries occur in horses as a result of sudden overloading or progressive weakening of the tendon. however, most tendon injuries are the result of cumulative damage as opposed to a single event, unless its associated with a fall or a strike from another limb. horses with sdft injuries often show pain, swelling and lameness 2-3 days following the injury. lameness is commonly mild to moderate, transient or intermittent. initial treatment goals for sdft injuries in horses are aimed at reducing inflammation and limiting lesion expansion. therapy should begin immediately and includes stall rest combined with no longer than 30 minutes of cold therapy (cold hosing, game ready, ice boots) applied several times a day, administration of nonsteroidal anti-inflammatory drugs (nsaids), and support bandaging to help reduce swelling. once swelling subsides, gradual return to exercise can usually start, with a rehabilitation exercise program constructed by your veterinarian; each program is customized for each individual horse, and differ according to the extent and location of damage, use and current exercise level of the horse, affordability on behalf of the owner, and other factors may apply. many exercise programs include the use of aqua therapy, complimented with various new regenerative therapies such as stem cell, plasma rich platelets, shockwave therapy, and therapeutic laser.",https://horsedvm.com/disease/superficial-digital-flexor-tendinitis
surra,infectious,"lower limb edema, dehydration, lethargy, pale mucous membranes, recurrent fever, weight loss, despite a good appetite, abortion in mares, ataxia, paralysis of hind limbs, death","surra is typanosomal disease of horses, caused by infection with the prozotoal parasite, trypanosoma evansi. the disease is characterized by weight loss, anemia, recurrent fever and eventual death in affected horses living in asia, africa, and south america. although horses are the most severely affected, several other species of animals can become infected, including livestock species (pigs, cattle, goats, sheep, llamas), domestic pets (dogs, cats), and wildlife (buffalo, camels, elephants). large outbreaks can occur among horses in areas with high populations of vector and reservoir horses. transmission surra is transmitted by biting flies and vampire bats. capybaras (a large rodent) and coatis (part of the raccoon family) are thought to act as reservoirs of the organism. horses can sometimes develop surra as an inapparent infection, where they are capable of transmitting the disease to vectors. trypanosomas reproduce in the blood of the vertebrate host, and the trypomastigote forms are transmitted mechanically by bloodsucking insects between animals. incubation period the incubation period is 1 to 2 weeks.",https://horsedvm.com/disease/surra
suspensory ligament branch desmitis,musculoskeletal,"heat, pain and swelling on palpation, intermittent or transient mild to moderate lameness","suspensory ligament branch desmitis is a specific type of injury to the horse's suspensory ligament which involves damage to medial and/or lateral branch region, occurring in the forelimbs or hind limbs. typically only a single branch in a single limb is affected, however both can be affected, especially in the hindlimbs. injures to the suspensory ligament branches frequently occur as an acute incident consequent to abnormal overloading. in most instances, there is an underlying condition that is causing repetitive stress and weakening of the tissues before development of lameness. the treatment prescribed by your veterinarian will depend on the function of the horse, severity of the injury, clinical signs, and history of the horse. suspensory ligament branch injuries have a high rate of recurrence and often become chronic, and they are frequently accompanied by osteoarthritis of the fetlock joint (osslets), which itself can become performance limiting in many sport horses.",https://horsedvm.com/disease/suspensory-desmitis-branch-lesions
sweeney,musculoskeletal,"abnormal gait, muscle atrophy in the shoulder region","sweeney is a neurological condition of horses that is usually the result of a trauma-induced injury to the horse's shoulder that causes damage to the suprascapular nerve. the suprascapular nerve runs along the front of the horse's shoulder blade and attaches to the top of the humerus bone and the shoulder joint. it supplies blood and oxygen to the infraspinatus and supraspinatus muscles, which provide lateral support to the horse's shoulder. situations that have been associated with the development of sweeney in affected horses include:the horse running into a solid object, such as a stable door frame, tree, side of the barn, and gate posts.the horse colliding with another horse while turned out in pastures, during a horse show or other event, or during a group lesson with other riders.the horse slipping and falling on ice, while turned out in the pasture or during exercise.the horse was asked to pull a heavy load while wearing the traditional card horse equipment such as the heavy collar.when the suprascapular nerve is crushed, compressed, or stretched it impacts the nerve supply to important muscles in the shoulder, causing them to atrophy. this often causes the shoulder joint to slip sideways, resulting in subluxation. clinical signs of sweeney clinical signs of sweeney in horses may include a distinctive gait abnormality and stance, in which the horse's shoulder ""pops"" sideways when the horse puts weight on the associated leg. most horses also present with varying degrees of muscle atrophy to the shoulder region. there may also be some swelling along the shoulder region, due to the initial trauma.",https://horsedvm.com/disease/sweeny
